palabra,categoria,total_1960,total_1970,total_1980,total_1990,total_2000,total_2010,total_2020
chockablock,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gendou,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
evolutionary,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
discontent,NOUN,1.0,0.0,1.0,2.0,1.0,1.0,0.0
shirley,NOUN,1.0,0.0,5.0,4.0,7.0,1.0,1.0
muki,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fringe,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hayworth,NOUN,1.0,0.0,11.0,0.0,1.0,0.0,0.0
boppers,NOUN,1.0,1.0,0.0,0.0,6.0,0.0,0.0
lithuania,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
formulas,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
statistics,NOUN,1.0,0.0,1.0,0.0,2.0,4.0,0.0
intellectual,ADJ,1.0,0.0,6.0,0.0,4.0,0.0,0.0
stoke,NOUN,1.0,2.0,1.0,1.0,0.0,0.0,0.0
migration,NOUN,1.0,0.0,0.0,2.0,0.0,0.0,0.0
jivers,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
continent,NOUN,1.0,0.0,1.0,2.0,0.0,2.0,0.0
shovin,NOUN,1.0,2.0,0.0,3.0,2.0,1.0,0.0
pseudonym,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
glossy,ADJ,1.0,0.0,0.0,0.0,0.0,2.0,1.0
prima,NOUN,1.0,0.0,4.0,1.0,3.0,0.0,3.0
stupidity,NOUN,1.0,0.0,1.0,1.0,2.0,0.0,0.0
nineteenfifties,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
darock,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sophistication,NOUN,1.0,7.0,1.0,0.0,0.0,0.0,3.0
ladfy,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
liesand,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amplifier,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
frontroom,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
oneman,NOUN,1.0,0.0,1.0,0.0,0.0,4.0,0.0
fewer,ADJ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
crucial,ADJ,1.0,0.0,18.0,0.0,3.0,2.0,3.0
accent,NOUN,1.0,0.0,4.0,3.0,16.0,4.0,4.0
elocution,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zombie,NOUN,1.0,1.0,5.0,19.0,23.0,15.0,4.0
bureaucrats,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,0.0
uniformity,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
socialite,ADJ,1.0,0.0,0.0,0.0,0.0,1.0,6.0
blurr,NOUN,1.0,0.0,0.0,0.0,3.0,0.0,0.0
investors,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pretension,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appointments,NOUN,1.0,1.0,4.0,0.0,0.0,0.0,0.0
fusagareta,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
immunity,NOUN,1.0,0.0,1.0,0.0,1.0,1.0,0.0
fanatical,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
concepts,NOUN,1.0,0.0,1.0,1.0,2.0,1.0,0.0
virtue,NOUN,1.0,3.0,12.0,6.0,3.0,3.0,1.0
mixture,NOUN,1.0,0.0,1.0,1.0,6.0,3.0,3.0
expenses,NOUN,1.0,0.0,0.0,0.0,1.0,1.0,0.0
cluttered,ADJ,1.0,0.0,0.0,1.0,0.0,2.0,0.0
eventful,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aristocrats,NOUN,1.0,0.0,3.0,0.0,0.0,0.0,0.0
intimidation,NOUN,1.0,0.0,0.0,2.0,3.0,0.0,1.0
batteries,NOUN,1.0,0.0,5.0,4.0,4.0,7.0,0.0
prominence,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mazuma,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cheaper,ADJ,1.0,2.0,5.0,4.0,10.0,4.0,1.0
genetic,ADJ,1.0,0.0,1.0,0.0,1.0,2.0,0.0
milkmen,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nationalise,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
companies,NOUN,1.0,0.0,2.0,1.0,7.0,2.0,1.0
directors,NOUN,1.0,0.0,1.0,0.0,1.0,2.0,0.0
answerable,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inhale,NOUN,1.0,1.0,3.0,6.0,21.0,8.0,1.0
contamination,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
prescious,ADJ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
outrage,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
calculation,NOUN,1.0,1.0,0.0,0.0,1.0,1.0,0.0
bastard,NOUN,1.0,0.0,8.0,35.0,38.0,9.0,10.0
gazers,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
looneys,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
misfits,NOUN,1.0,4.0,0.0,1.0,2.0,0.0,1.0
passersby,NOUN,1.0,2.0,3.0,1.0,0.0,0.0,0.0
bedrooms,NOUN,1.0,0.0,1.0,0.0,1.0,0.0,0.0
threwout,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
putter,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
burdens,NOUN,1.0,0.0,4.0,1.0,1.0,4.0,0.0
console,NOUN,1.0,1.0,4.0,1.0,8.0,2.0,2.0
atake,NOUN,1.0,2.0,0.0,0.0,0.0,0.0,0.0
hairstyles,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,0.0
orchestral,ADJ,1.0,1.0,0.0,0.0,1.0,0.0,0.0
complexion,NOUN,1.0,1.0,1.0,1.0,7.0,17.0,1.0
smartphones,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cinder,NOUN,1.0,2.0,0.0,0.0,2.0,2.0,0.0
blessing,NOUN,1.0,4.0,11.0,8.0,10.0,38.0,10.0
rkel,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cartel,NOUN,1.0,0.0,6.0,1.0,0.0,1.0,2.0
kels,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
swissbeats,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roon,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
satisfies,NOUN,1.0,4.0,2.0,2.0,0.0,0.0,0.0
airlines,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hairlines,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
whereever,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mink,NOUN,1.0,0.0,6.0,0.0,26.0,9.0,10.0
cadi,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tock,ADJ,1.0,0.0,385.0,10.0,27.0,6.0,2.0
selfishness,NOUN,1.0,0.0,2.0,1.0,2.0,2.0,1.0
qualities,NOUN,1.0,0.0,0.0,0.0,0.0,4.0,0.0
requests,NOUN,1.0,0.0,4.0,0.0,0.0,3.0,0.0
taka,NOUN,1.0,0.0,3.0,0.0,0.0,0.0,0.0
wringing,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,3.0
moonful,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gents,NOUN,1.0,0.0,0.0,3.0,4.0,0.0,0.0
alibies,NOUN,1.0,1.0,0.0,0.0,0.0,0.0,0.0
rosebud,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
valuble,ADJ,1.0,1.0,1.0,0.0,0.0,0.0,0.0
mourner,NOUN,1.0,0.0,0.0,0.0,2.0,0.0,0.0
recklesshopes,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thinker,NOUN,1.0,0.0,0.0,0.0,4.0,1.0,0.0
fiddleleedee,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
twiddledeedee,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ooohooo,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
twiddleddedum,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
throwbacks,NOUN,1.0,0.0,0.0,0.0,2.0,0.0,0.0
wayayays,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
morecause,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
thumpin,NOUN,1.0,1.0,3.0,2.0,7.0,0.0,0.0
pleats,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rebelry,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shedgirl,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
needgirl,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ladeeda,NOUN,1.0,0.0,0.0,2.0,0.0,0.0,1.0
togather,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
warble,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ayeah,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
illustration,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
cocoa,NOUN,1.0,0.0,21.0,3.0,10.0,9.0,12.0
adoration,NOUN,1.0,0.0,1.0,0.0,1.0,2.0,0.0
fairest,ADJ,1.0,0.0,0.0,1.0,1.0,3.0,0.0
persistent,ADJ,1.0,0.0,1.0,1.0,4.0,1.0,0.0
doorgonna,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rapsody,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
toogirl,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hurries,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seuss,NOUN,1.0,0.0,0.0,2.0,3.0,0.0,0.0
elsesomebody,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
myselfi,NOUN,1.0,0.0,0.0,0.0,2.0,0.0,0.0
memy,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
upyour,NOUN,1.0,1.0,0.0,0.0,0.0,0.0,0.0
goodbyegirl,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iever,NOUN,1.0,0.0,1.0,0.0,2.0,0.0,2.0
solitudes,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fond,ADJ,1.0,1.0,4.0,1.0,6.0,2.0,1.0
joyful,ADJ,1.0,14.0,6.0,19.0,4.0,3.0,0.0
maaaaaaaa,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ooow,NOUN,1.0,0.0,1.0,0.0,0.0,2.0,0.0
lettin,NOUN,1.0,0.0,17.0,1.0,31.0,13.0,12.0
paws,NOUN,1.0,0.0,0.0,2.0,4.0,7.0,0.0
cabnit,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
maaaa,NOUN,1.0,0.0,0.0,0.0,0.0,7.0,0.0
outshine,NOUN,1.0,0.0,1.0,0.0,0.0,3.0,2.0
hardto,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adorable,ADJ,1.0,1.0,0.0,0.0,0.0,2.0,1.0
snazzier,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
winkle,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
swells,NOUN,1.0,0.0,2.0,6.0,0.0,2.0,0.0
thine,NOUN,1.0,1.0,6.0,2.0,8.0,0.0,0.0
lolla,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
butlers,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
footfall,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
silversky,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
handlin,NOUN,1.0,0.0,0.0,0.0,3.0,1.0,0.0
posses,NOUN,1.0,0.0,1.0,0.0,1.0,1.0,0.0
mortgagee,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
huge,ADJ,1.0,1.0,0.0,5.0,31.0,4.0,3.0
softest,ADJ,1.0,0.0,1.0,0.0,2.0,1.0,0.0
honeymoon,NOUN,1.0,2.0,1.0,1.0,4.0,1.0,31.0
prune,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
peer,NOUN,1.0,1.0,0.0,4.0,6.0,5.0,1.0
saunters,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
midas,NOUN,1.0,1.0,1.0,0.0,6.0,6.0,4.0
locker,NOUN,1.0,0.0,4.0,11.0,7.0,3.0,4.0
humour,NOUN,1.0,0.0,1.0,1.0,5.0,1.0,0.0
nitials,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
initials,NOUN,1.0,1.0,0.0,3.0,3.0,1.0,1.0
plunkin,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mmmmhmm,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
persue,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
risky,ADJ,1.0,1.0,3.0,1.0,5.0,1.0,5.0
creeks,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
trigonometry,NOUN,1.0,0.0,0.0,0.0,0.0,2.0,1.0
oooooohh,NOUN,1.0,1.0,0.0,0.0,0.0,0.0,0.0
robin,NOUN,1.0,18.0,22.0,6.0,19.0,0.0,1.0
unrightable,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tearful,ADJ,1.0,1.0,1.0,4.0,0.0,1.0,0.0
staright,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
unbearable,ADJ,1.0,0.0,5.0,2.0,2.0,2.0,1.0
bizness,NOUN,1.0,0.0,0.0,0.0,2.0,0.0,0.0
quarters,NOUN,1.0,4.0,4.0,1.0,13.0,4.0,0.0
oho,NOUN,1.0,2.0,6.0,0.0,21.0,14.0,1.0
impermanent,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
giirl,NOUN,1.0,0.0,0.0,0.0,5.0,0.0,0.0
philadelphians,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meee,NOUN,1.0,0.0,0.0,0.0,2.0,1.0,7.0
delightful,ADJ,1.0,1.0,3.0,1.0,3.0,6.0,2.0
frightful,ADJ,1.0,1.0,1.0,1.0,0.0,0.0,1.0
oooweee,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
duckin,NOUN,1.0,1.0,0.0,0.0,20.0,26.0,10.0
response,NOUN,1.0,0.0,0.0,1.0,18.0,6.0,0.0
cardfan,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
commonplace,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fervent,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tcbtcbtcb,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
swings,NOUN,1.0,2.0,17.0,10.0,8.0,5.0,4.0
yuletidecarols,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reconsider,NOUN,1.0,0.0,2.0,0.0,1.0,0.0,1.0
greenest,ADJ,1.0,1.0,0.0,3.0,4.0,2.0,0.0
lyric,NOUN,1.0,3.0,3.0,4.0,16.0,1.0,2.0
longfellow,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
descent,NOUN,1.0,0.0,5.0,8.0,2.0,7.0,0.0
unwantedm,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cannonball,NOUN,1.0,1.0,0.0,6.0,5.0,0.0,4.0
reindeers,NOUN,1.0,0.0,1.0,0.0,1.0,0.0,0.0
formalities,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
captive,ADJ,1.0,1.0,12.0,2.0,1.0,2.0,2.0
darlings,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
jewelery,NOUN,1.0,0.0,1.0,1.0,5.0,0.0,0.0
eyeball,NOUN,1.0,0.0,3.0,3.0,6.0,1.0,0.0
mmh,NOUN,1.0,0.0,1.0,0.0,88.0,10.0,14.0
evergreen,NOUN,1.0,0.0,1.0,0.0,2.0,10.0,1.0
subterfuge,NOUN,1.0,0.0,0.0,1.0,1.0,1.0,0.0
doodoodootdoot,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
doododo,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
youcome,ADJ,1.0,0.0,1.0,3.0,3.0,0.0,0.0
housing,NOUN,1.0,0.0,0.0,3.0,6.0,6.0,0.0
ohhoho,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bologny,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yeahahahyeahyeah,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
doodoodoot,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yeha,NOUN,1.0,1.0,0.0,0.0,0.0,12.0,0.0
selfcontrol,NOUN,1.0,1.0,6.0,4.0,8.0,2.0,0.0
goodso,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
sleepinghe,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
counterpane,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
facetells,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
someon,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
preservercause,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yearswhoa,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
morninharder,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gooey,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
passess,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shoppers,NOUN,1.0,0.0,0.0,1.0,0.0,0.0,0.0
substitution,NOUN,1.0,0.0,2.0,2.0,0.0,0.0,0.0
defence,NOUN,1.0,0.0,2.0,0.0,0.0,0.0,0.0
flawless,NOUN,1.0,0.0,1.0,1.0,82.0,20.0,13.0
thruogh,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kern,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bale,NOUN,1.0,16.0,2.0,0.0,0.0,1.0,1.0
shudder,NOUN,1.0,1.0,4.0,3.0,0.0,2.0,0.0
rejoices,NOUN,1.0,1.0,1.0,1.0,0.0,0.0,1.0
morewater,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lookupone,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pests,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
climbto,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tellhow,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nokeener,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beanery,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
uphill,ADJ,1.0,0.0,2.0,0.0,7.0,3.0,1.0
girldoes,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
somethingand,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mosquitoes,NOUN,1.0,0.0,0.0,1.0,0.0,1.0,0.0
montain,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,0.0
conquers,NOUN,1.0,1.0,5.0,2.0,0.0,0.0,2.0
anever,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iiii,NOUN,1.0,0.0,20.0,7.0,4.0,4.0,0.0
wheeen,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wilds,NOUN,1.0,0.0,1.0,3.0,0.0,0.0,0.0
tinsle,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jackofalltrades,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
msile,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
haaappy,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laughable,ADJ,1.0,1.0,0.0,1.0,3.0,0.0,0.0
surer,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gothe,ADJ,1.0,2.0,0.0,0.0,0.0,0.0,0.0
residual,ADJ,1.0,0.0,0.0,0.0,0.0,1.0,1.0
affliction,NOUN,1.0,0.0,1.0,2.0,4.0,1.0,1.0
unphotographable,ADJ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ponies,NOUN,1.0,1.0,0.0,0.0,2.0,0.0,1.0
gumma,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
streudeles,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
weights,NOUN,1.0,0.0,2.0,2.0,5.0,4.0,0.0
foolcause,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
boomboomboom,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
humiliation,NOUN,1.0,2.0,3.0,6.0,0.0,1.0,1.0
deduction,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ablaze,ADJ,1.0,2.0,1.0,3.0,6.0,6.0,2.0
obligation,NOUN,1.0,2.0,3.0,3.0,6.0,2.0,0.0
coldcan,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
substance,NOUN,1.0,0.0,3.0,2.0,5.0,8.0,4.0
integration,NOUN,1.0,1.0,2.0,0.0,0.0,0.0,0.0
taxes,NOUN,1.0,0.0,7.0,2.0,14.0,14.0,2.0
meno,NOUN,1.0,0.0,0.0,0.0,0.0,4.0,13.0
unheard,ADJ,1.0,2.0,5.0,0.0,2.0,2.0,0.0
serenityshow,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thestrength,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serenity,NOUN,1.0,14.0,1.0,1.0,6.0,3.0,0.0
moancause,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mecall,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inspectors,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tranquilizers,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
francè,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
devastating,ADJ,1.0,0.0,0.0,2.0,2.0,0.0,0.0
oneroom,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
pssst,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beau,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,2.0
cannonballs,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,0.0
irritated,ADJ,1.0,0.0,0.0,0.0,2.0,0.0,0.0
dogeatdog,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,1.0
neer,NOUN,1.0,1.0,2.0,0.0,0.0,0.0,0.0
sunwherever,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
catastrophe,NOUN,1.0,0.0,2.0,3.0,4.0,5.0,0.0
holiness,NOUN,1.0,0.0,5.0,8.0,1.0,0.0,0.0
tortures,NOUN,1.0,1.0,2.0,0.0,1.0,0.0,0.0
seiu,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
goneooooo,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
guaranteeyou,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
occasiontill,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abillities,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
beand,NOUN,1.0,0.0,1.0,2.0,0.0,0.0,0.0
understandive,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
notebook,NOUN,1.0,0.0,0.0,5.0,8.0,0.0,3.0
overmy,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
instumental,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
drumsrootietoottootand,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
heartto,NOUN,1.0,0.0,0.0,1.0,2.0,0.0,0.0
seeyou,NOUN,1.0,2.0,0.0,4.0,3.0,4.0,1.0
whoaaaawhoaaaawhoaaa,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
soulsoul,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
completelyposotivei,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
miraclesor,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
onwhen,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
goood,NOUN,1.0,1.0,0.0,0.0,1.0,1.0,0.0
tiddleydum,ADJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tiddleydee,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
duhdadadadadada,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thorns,NOUN,1.0,11.0,13.0,18.0,5.0,8.0,5.0
givingwill,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aligns,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fantsy,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
derisions,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lists,NOUN,1.0,1.0,0.0,1.0,2.0,0.0,1.0
manger,NOUN,1.0,8.0,3.0,2.0,3.0,0.0,1.0
ugh,NOUN,1.0,1.0,13.0,1.0,51.0,27.0,23.0
youyou,ADJ,1.0,1.0,8.0,7.0,10.0,0.0,0.0
unfairwhen,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lurks,NOUN,1.0,1.0,4.0,0.0,2.0,0.0,0.0
fearand,ADJ,1.0,0.0,1.0,1.0,0.0,0.0,0.0
hmmmmmm,NOUN,1.0,1.0,0.0,0.0,0.0,1.0,0.0
awayoh,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
thesport,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
distaste,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
otros,NOUN,1.0,0.0,0.0,0.0,0.0,1.0,5.0
bruteforce,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
delinquent,ADJ,1.0,0.0,6.0,3.0,3.0,0.0,1.0
neurosis,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,0.0
available,ADJ,1.0,0.0,0.0,3.0,7.0,2.0,1.0
dias,NOUN,1.0,2.0,0.0,3.0,0.0,0.0,17.0
overpopulation,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
par,NOUN,1.0,0.0,1.0,6.0,11.0,1.0,37.0
bmovie,NOUN,1.0,0.0,1.0,0.0,0.0,0.0,1.0
junes,NOUN,1.0,0.0,0.0,1.0,0.0,1.0,0.0
novembers,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lathe,NOUN,1.0,0.0,1.0,0.0,3.0,0.0,0.0
finance,NOUN,1.0,1.0,5.0,0.0,1.0,1.0,2.0
enjoyment,NOUN,1.0,0.0,0.0,2.0,1.0,0.0,1.0
multimillion,NOUN,1.0,0.0,1.0,0.0,0.0,1.0,0.0
heaps,NOUN,1.0,1.0,0.0,0.0,0.0,0.0,0.0
punters,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,0.0
americana,NOUN,1.0,0.0,0.0,0.0,1.0,0.0,13.0
caminando,NOUN,1.0,0.0,0.0,0.0,0.0,0.0,4.0
